steamid,communityvisibilitystate,profilestate,personaname,commentpermission,profileurl,avatarfull,personastate,realname,primaryclanid,timecreated,personastateflags,loccountrycode,locstatecode,loccityid,gameextrainfo,gameid,lobbysteamid,gameserverip,gameserversteamid,response
7.6561198135035e+16,3.0,1.0,nauQ,1.0,https://steamcommunity.com/id/cogNnauQ/,https://avatars.steamstatic.com/7bbb0056e9a11c2918151721e3f453edb050d51f_full.jpg,0.0,,1.035827914365477e+17,1398833319.0,0.0,VN,51,,,,,,,
7.656119813822483e+16,1.0,1.0,,1.0,https://steamcommunity.com/id/baihoaitiensinh/,https://avatars.steamstatic.com/b0bb7f42fa321ddebce5a4432f88c2e9e7d459f4_full.jpg,0.0,,,,,,,,,,,,,
7.656119814206997e+16,3.0,1.0,SnakeAsi4n,1.0,https://steamcommunity.com/id/snakezoro/,https://avatars.steamstatic.com/b3b1fb7a005a2e44092b7490cc9d41b00e704d20_full.jpg,0.0,,1.035827914295214e+17,1403702669.0,0.0,,,,,,,,,
7.656119814270258e+16,3.0,1.0,Nobi Artwork Designer,1.0,https://steamcommunity.com/id/Nobi1997/,https://avatars.steamstatic.com/fa22dfdbf9170c2c4af12394c75bc17568c775a3_full.jpg,0.0,ᴄᴏᴍᴍᴇɴᴛ ʙᴇғᴏʀᴇ ᴀᴅᴅιɴɢ,1.0358279146473398e+17,1404035486.0,0.0,JP,40,,,,,,,
7.656119815047138e+16,1.0,1.0,bronzeeeeeee,,https://steamcommunity.com/id/bostonnba2k10/,https://avatars.steamstatic.com/322c5364bce3bdea7891ecc1660d5e33a8c57e87_full.jpg,0.0,,,,,,,,,,,,,
7.65611981509601e+16,3.0,1.0,LinhDiemXa,,https://steamcommunity.com/profiles/76561198150960096/,https://avatars.steamstatic.com/ecab810932ea0b1f8abb700643d18b32e1aa072f_full.jpg,0.0,,1.035827914705244e+17,1408600144.0,0.0,VN,51,,,,,,,
7.656119815285629e+16,1.0,1.0,CrisDevilGamer,1.0,https://steamcommunity.com/id/CrisDevilGamer/,https://avatars.steamstatic.com/4d53b15b9a151631f6058a073eb7828f77031f14_full.jpg,0.0,,,,,,,,,,,,,
7.656119815332336e+16,3.0,1.0,13abyKnight,1.0,https://steamcommunity.com/profiles/76561198153323364/,https://avatars.steamstatic.com/723a19468551044bdc14260d1f13ffad0179e754_full.jpg,0.0,arrc,1.035827914295214e+17,1409970064.0,0.0,PH,,,,,,,,
7.656119816123016e+16,3.0,1.0,rhymastic,,https://steamcommunity.com/id/spaceboynevasleep/,https://avatars.steamstatic.com/2a00484a4b9b6fce946d3abb84595cd407ae54e2_full.jpg,0.0,Vu Duc Thien,1.035827914295214e+17,1414775642.0,0.0,VN,,,,,,,,
7.656119817658746e+16,3.0,1.0,Dangphethuoc,1.0,https://steamcommunity.com/id/hongnhanhoathuy1/,https://avatars.steamstatic.com/01c9bd8925a7bb890e7b435ccf67518536899d12_full.jpg,0.0,☞⊙ ๖ۣۜTien ⊙☜,1.0358279143509067e+17,1422623173.0,0.0,US,NC,2873.0,,,,,,
7.656119818089848e+16,3.0,1.0,Billionaire,1.0,https://steamcommunity.com/id/virussop/,https://avatars.steamstatic.com/2c199e8be4dd1eca0f2e2def64ddcc93bdf9682a_full.jpg,0.0,ViruSs,1.0358279143426293e+17,1424544344.0,0.0,,,,,,,,,
7.65611981986524e+16,3.0,1.0,KayelSeven,1.0,https://steamcommunity.com/id/killernhoc72/,https://avatars.steamstatic.com/cf65ef552afa07d7d5b9e48fbd8944f075b643ef_full.jpg,0.0,,1.035827914295214e+17,1432870710.0,0.0,,,,,,,,,
7.656119820466726e+16,3.0,1.0,DORAEMON STORE,2.0,https://steamcommunity.com/id/vankhang92bnn/,https://avatars.steamstatic.com/bcaccd863d8e0853388ad661e5cdb42f13967562_full.jpg,3.0,Nguyen Khang,1.0358279146473048e+17,1435673844.0,0.0,VN,,,,,,,,
7.656119821926085e+16,3.0,1.0,MixiNguyen,1.0,https://steamcommunity.com/id/dochet1989/,https://avatars.steamstatic.com/e5414a0597768d4995569e7fd2f80ef490c94665_full.jpg,0.0,,1.035827914295214e+17,1442824128.0,0.0,,,,,,,,,
7.656119822139216e+16,3.0,1.0,Sof13,1.0,https://steamcommunity.com/profiles/76561198221392168/,https://avatars.steamstatic.com/6e1efdc7f90a0d498a30b613777d057fa61ad05f_full.jpg,0.0,tabi,1.035827914295214e+17,1427950811.0,0.0,SG,,,,,,,,
7.65611982255527e+16,3.0,1.0,devzxJEE,2.0,https://steamcommunity.com/id/devzxje/,https://avatars.steamstatic.com/ed225c92f816cfaf5c91edb89c8cd0ce8d6bea23_full.jpg,0.0,dev motherfxcking nguyen,1.0358279146473398e+17,1429939943.0,0.0,FR,,,,,,,,
7.656119823642872e+16,3.0,1.0,FAT,1.0,https://steamcommunity.com/id/Fat1610/,https://avatars.steamstatic.com/cf8b19f98b0fcaaf287684442c353577869b0b50_full.jpg,0.0,,1.0358279146473398e+17,1435487275.0,0.0,VN,51,,,,,,,
7.656119830411491e+16,3.0,1.0,Dank666,2.0,https://steamcommunity.com/id/djchip/,https://avatars.steamstatic.com/0e3d80d5a0dd87a985db808267060fd13e19b414_full.jpg,0.0,Duc Anh,1.035827914295214e+17,1463214476.0,0.0,VN,51,,,,,,,
7.65611983065305e+16,3.0,1.0,Linh Điếc,2.0,https://steamcommunity.com/id/Lynss777/,https://avatars.steamstatic.com/9b21c49bb7e37cf2e176ff0c5a7d85d2acaab6a3_full.jpg,0.0,Tuấn Linh,1.0358279143572253e+17,1464271993.0,0.0,VN,51,,,,,,,
7.656119830938608e+16,3.0,1.0,,,https://steamcommunity.com/profiles/76561198309386073/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,1.035827914295214e+17,1465497821.0,0.0,,,,,,,,,
7.656119832176181e+16,3.0,1.0,Not Koolz,1.0,https://steamcommunity.com/id/ko0lz02891/,https://avatars.steamstatic.com/0483dd03e9c9cdfae3af052f45d6f4f29f3957f2_full.jpg,0.0,,1.0358279143098082e+17,1470000891.0,0.0,JP,40,26138.0,,,,,,
7.656119833138064e+16,3.0,1.0,NgogThanc07,1.0,https://steamcommunity.com/id/nkoclovechannel/,https://avatars.steamstatic.com/af005d18ad6f8fa6086358f269b5a235dc3d83ee_full.jpg,0.0,,1.035827914295214e+17,1473935719.0,0.0,VN,,,,,,,,
7.656119833635997e+16,3.0,1.0,Xì Trum,1.0,https://steamcommunity.com/id/xitrumgaming/,https://avatars.steamstatic.com/13d5b180f49308e8868085342b260d99b08a0c34_full.jpg,0.0,,1.035827914295214e+17,1475845043.0,0.0,VN,,,,,,,,
7.656119835895445e+16,3.0,1.0,MT,1.0,https://steamcommunity.com/profiles/76561198358954441/,https://avatars.steamstatic.com/0f13110227b753cafdfb5a693fdaf2211a434e35_full.jpg,0.0,❤️Gia Hân - Gia Bảo❤️,1.0358279145510994e+17,1484406120.0,0.0,VN,64,,,,,,,
7.656119838130219e+16,3.0,1.0,ocvodit,,https://steamcommunity.com/profiles/76561198381302196/,https://avatars.steamstatic.com/36957a360aa06e19eb758ef142045e4069585e10_full.jpg,0.0,,1.035827914295214e+17,1492355758.0,0.0,VN,,,,,,,,
7.656119838844322e+16,3.0,1.0,bmz,2.0,https://steamcommunity.com/id/BOONGMINZGOTTALENT/,https://avatars.steamstatic.com/a353f05028023cbb2080785202ab0c28802c1975_full.jpg,0.0,ngoc nguyen,1.035827914295214e+17,1494259756.0,0.0,,,,,,,,,
7.656119839005587e+16,3.0,1.0,TrungViolin,1.0,https://steamcommunity.com/id/trungviolin/,https://avatars.steamstatic.com/16caa75b81e52118e043640358929322e6b4dd02_full.jpg,0.0,Nguyễn Đức Trung,1.035827914295214e+17,1495093063.0,0.0,VN,51,,,,,,,
7.656119839139152e+16,3.0,1.0,Vodka Quang,1.0,https://steamcommunity.com/id/vodkaquang/,https://avatars.steamstatic.com/820ab7e053aec1086319141391454b3e5241d258_full.jpg,0.0,Đỗ Thế Quang,1.035827914295214e+17,1495976484.0,0.0,VN,51,,,,,,,
7.656119839187934e+16,3.0,1.0,LMD,1.0,https://steamcommunity.com/profiles/76561198391879337/,https://avatars.steamstatic.com/4a0c48800b2dfd94e7d1fcb0b81657f394d02912_full.jpg,0.0,,1.035827914295214e+17,1495343589.0,0.0,,,,,,,,,
7.656119839231618e+16,3.0,1.0,AsinnT,1.0,https://steamcommunity.com/id/asinnt/,https://avatars.steamstatic.com/8efcc637a4397068cde03aee51df5180ac2c97cf_full.jpg,0.0,,1.0358279145625187e+17,1496334042.0,0.0,,,,,,,,,
7.656119839295048e+16,3.0,1.0,kakasheesh,,https://steamcommunity.com/id/linhnhativ/,https://avatars.steamstatic.com/211a391aa83cd49e8326e3de60ec05fbc2a0448a_full.jpg,0.0,,1.035827914295214e+17,1496153390.0,0.0,,,,,,,,,
7.656119839454219e+16,2.0,1.0,Alicia,,https://steamcommunity.com/id/aliciameow/,https://avatars.steamstatic.com/e4353f9b1942d72826ec0bf6d8a9a2628ee7f3d5_full.jpg,0.0,,,,,,,,,,,,,
7.656119839788802e+16,3.0,1.0,dQHuy,,https://steamcommunity.com/id/dQHuy/,https://avatars.steamstatic.com/d431439226120ded41b0379c4ab9af149cd59552_full.jpg,1.0,,1.035827914295214e+17,1497671408.0,0.0,,,,,,,,,
7.656119840562904e+16,3.0,1.0,Toi Day,2.0,https://steamcommunity.com/id/snakeasian/,https://avatars.steamstatic.com/cc6a7fb2968d9afacf021ac03ff8a9c6d27a415a_full.jpg,0.0,,1.035827914295214e+17,1500353028.0,0.0,,,,,,,,,
7.656119840563744e+16,3.0,1.0,Cap,1.0,https://steamcommunity.com/id/solq5star3/,https://avatars.steamstatic.com/0eee9443f82a334e457469791a075c00e2dfeddf_full.jpg,0.0,,1.035827914295214e+17,1500350711.0,0.0,,,,,,,,,
7.656119840679728e+16,3.0,1.0,KaiT,1.0,https://steamcommunity.com/id/KaiT2521/,https://avatars.steamstatic.com/18cf9e93edbe79213f24fd277a0c8fc05e9ec68f_full.jpg,0.0,,1.0358279146473398e+17,1500863265.0,0.0,,,,,,,,,
7.656119840855734e+16,3.0,1.0,COOK NguyenVu,,https://steamcommunity.com/id/nhv193970/,https://avatars.steamstatic.com/9efa1213c86eb29319b11ca7d91aa571d3493692_full.jpg,0.0,Nguyễn Hoàng Vũ,1.0358279143562312e+17,1500882878.0,0.0,VN,51,,,,,,,
7.656119841774011e+16,3.0,1.0,Manh van me,1.0,https://steamcommunity.com/id/bluebvnn/,https://avatars.steamstatic.com/7f8599ecb5b0b6e3d4734fd60bca0cfb8536318e_full.jpg,0.0,ManhQuang,1.0358279146473398e+17,1504257671.0,0.0,VN,51,46506.0,,,,,,
7.656119841961715e+16,3.0,1.0,Thầy Giáo Ba,,https://steamcommunity.com/id/banostreamer/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,3.0,baroibeo,1.035827914295214e+17,1504515950.0,0.0,VN,52,,,,,,,
7.656119843111966e+16,3.0,1.0,SONBEAT,1.0,https://steamcommunity.com/id/sonbeat21/,https://avatars.steamstatic.com/6006a34001af7cb60ca173a0ec7603effc7dd018_full.jpg,0.0,Bui Son,1.035827914295214e+17,1507462266.0,0.0,VN,51,,,,,,,
7.656119845126843e+16,3.0,1.0,PewPew,,https://steamcommunity.com/profiles/76561198451268425/,https://avatars.steamstatic.com/809fecde0245d97219c4fe8d72634f2330af4409_full.jpg,0.0,,1.035827914295214e+17,1512458265.0,0.0,,,,,,,,,
7.656119880268296e+16,3.0,1.0,Hìen de Hors,1.0,https://steamcommunity.com/id/rynneko1509/,https://avatars.steamstatic.com/fd62a757a65e54b44f9358083edeb6e468e778ae_full.jpg,1.0,D e a d i n s i d e🖤🍗,1.0358279146777955e+17,1515069343.0,0.0,VN,,,,,,,,
7.65611988311768e+16,3.0,1.0,Qbum,1.0,https://steamcommunity.com/id/qbum/,https://avatars.steamstatic.com/5cc45369e516e86eabab554edf82090a4c68a9f1_full.jpg,0.0,Tran Quynh,1.035827914295214e+17,1524237955.0,0.0,VN,51,,,,,,,
7.656119883125464e+16,3.0,1.0,TrungViolin,,https://steamcommunity.com/id/trungviolin93/,https://avatars.steamstatic.com/16caa75b81e52118e043640358929322e6b4dd02_full.jpg,0.0,Nguyễn Đức Trung,1.035827914295214e+17,1524199658.0,0.0,VN,51,,,,,,,
7.656119883398754e+16,3.0,1.0,Lữ Trố,,https://steamcommunity.com/id/refundfunkym/,https://avatars.steamstatic.com/8293e34ae780f4d7a8c3e56b8aaf35bd8a98a8ee_full.jpg,0.0,Nguyen Tu,1.035827914295214e+17,1525309422.0,0.0,VN,,,,,,,,
7.656119883480747e+16,3.0,1.0,Pïñö,1.0,https://steamcommunity.com/id/ThayOnip/,https://avatars.steamstatic.com/0a4064cc75c5be0ce227c07f3438d042aaa4c843_full.jpg,0.0,Thầy Oníp ♪,1.035827914295214e+17,1525858553.0,0.0,VN,51,,,,,,,
7.65611988386285e+16,3.0,1.0,Boiz,2.0,https://steamcommunity.com/profiles/76561198838628499/,https://avatars.steamstatic.com/66493cb8acd95dff86b30be8b19202ac5952251d_full.jpg,0.0,,1.0358279146473398e+17,1527700098.0,0.0,VN,05,,,,,,,
7.656119883949141e+16,3.0,1.0,Bảo Phạm Grenades,1.0,https://steamcommunity.com/profiles/76561198839491403/,https://avatars.steamstatic.com/e989c3cf05a8a5cdda8113bcf2306c23560429b9_full.jpg,0.0,,1.035827914295214e+17,1528159100.0,0.0,,,,,,,,,
7.656119884070216e+16,2.0,1.0,Dat,,https://steamcommunity.com/profiles/76561198840702166/,https://avatars.steamstatic.com/321c66e8d1a48796626839bacf693ebb45aee891_full.jpg,0.0,,,,,,,,,,,,,
7.656119885158704e+16,3.0,1.0,SoRybaybi,,https://steamcommunity.com/id/rm5smeou/,https://avatars.steamstatic.com/b2aa6d76406ad464320179c6376bac3c89dfb568_full.jpg,0.0,,1.035827914295214e+17,1533541320.0,0.0,VN,51,,,,,,,
7.656119886254504e+16,3.0,1.0,Jikey,,https://steamcommunity.com/id/vikingsjikey/,https://avatars.steamstatic.com/6592d1c885f5c309867f17beb269b2e694b92b65_full.jpg,0.0,,1.0358279146473398e+17,1538087185.0,0.0,KR,,,,,,,,
7.65611988715257e+16,3.0,1.0,Quả Quả Ǘ,,https://steamcommunity.com/profiles/76561198871525689/,https://avatars.steamstatic.com/836f3f8105912bd69d3c34ca5c9d4d4c4073e0fd_full.jpg,0.0,,1.035827914295214e+17,1542820659.0,0.0,VN,,,,,,,,
7.656119887645798e+16,3.0,1.0,Runaan Fall asleep,1.0,https://steamcommunity.com/id/RunaanSoul/,https://avatars.steamstatic.com/f5292cec54f9c2533201d8ec6bb2f0850ac90bf7_full.jpg,0.0,I am really,1.035827914634796e+17,1544674511.0,0.0,HU,,,,,,,,
7.65611989491838e+16,3.0,1.0,Yurireko,,https://steamcommunity.com/id/yurireko/,https://avatars.steamstatic.com/fa2992d0b2f9253f15b13b5fa81982544f8736fd_full.jpg,0.0,Nguyen Phuong Thao,1.035827914295214e+17,1554217097.0,0.0,VN,51,,,,,,,
7.656119895555142e+16,2.0,1.0,ms LMAO,1.0,https://steamcommunity.com/id/mientrinh/,https://avatars.steamstatic.com/363d076501fe45310bdc37d434d2738e3ed26d21_full.jpg,0.0,,,,,,,,,,,,,
7.656119895648565e+16,3.0,1.0,Minh Mic Rè,1.0,https://steamcommunity.com/profiles/76561198956485645/,https://avatars.steamstatic.com/5a5298e7acd99a5f1d5ea40f3b314d105a2d6439_full.jpg,0.0,,1.035827914554048e+17,1555523597.0,0.0,VN,,,,,,,,
7.656119899581912e+16,2.0,1.0,huhu,,https://steamcommunity.com/profiles/76561198995819114/,https://avatars.steamstatic.com/5e971a031046c5e55f3bd41225f26108d31b9a69_full.jpg,0.0,,,,,,,,,,,,,
7.65611989959747e+16,3.0,1.0,vhsosad,1.0,https://steamcommunity.com/id/trvanhoang/,https://avatars.steamstatic.com/3e7fa82d331c950cc2dffca68c4e0f723849cff0_full.jpg,0.0,,1.0358279143091133e+17,1570773734.0,0.0,VN,,,,,,,,
7.65611990150411e+16,3.0,1.0,Thúy Liễu,,https://steamcommunity.com/id/hanakoishi/,https://avatars.steamstatic.com/0f1cbe47c2f9559674ea85646514b6cfdfdd7bb7_full.jpg,0.0,Nguyen Hoang Nhat Mai,1.035827914295214e+17,1577763812.0,0.0,VN,52,,,,,,,
7.656119902810136e+16,3.0,1.0,Ad Breaks,1.0,https://steamcommunity.com/profiles/76561199028101367/,https://avatars.steamstatic.com/770b16aaaec99d4de451cdda6a6dd1c13c7942a0_full.jpg,0.0,,1.0358279146473398e+17,1582145998.0,0.0,,,,,,,,,
7.65611990761548e+16,3.0,1.0,yDnaC,1.0,https://steamcommunity.com/id/kaijinsam/,https://avatars.steamstatic.com/f992c001483750e84c7d761d21ce8901f885e53e_full.jpg,0.0,,1.0358279146320214e+17,1595471113.0,0.0,,,,,,,,,
7.6561199100617e+16,1.0,1.0,,1.0,https://steamcommunity.com/id/Sh1nDz/,https://avatars.steamstatic.com/0d5b38c54efe790e05842781507d3fa570887dc6_full.jpg,0.0,,,,,,,,,,,,,
7.656119911833606e+16,1.0,1.0,,2.0,https://steamcommunity.com/profiles/76561199118336071/,https://avatars.steamstatic.com/b7fbf78e6d2abb73de19ff818cf221d1264cca7f_full.jpg,0.0,,,,,,,,,,,,,
7.656119917191214e+16,3.0,1.0,dug,1.0,https://steamcommunity.com/profiles/76561199171912145/,https://avatars.steamstatic.com/e972208edb13c2c64bee6519b13d05e1ea0cea7d_full.jpg,0.0,,1.035827914295214e+17,1621428544.0,0.0,,,,,,,,,
7.656119918443723e+16,3.0,1.0,Trust Me,,https://steamcommunity.com/id/vianhlagio1212/,https://avatars.steamstatic.com/aa3e3278ec864fab8a2451cc54f787e7bde06345_full.jpg,0.0,,1.035827914295214e+17,1624805068.0,0.0,,,,,,,,,
7.656119918828706e+16,3.0,1.0,Chinct,1.0,https://steamcommunity.com/id/chin_ct/,https://avatars.steamstatic.com/85b044c8437ec4c04df91b9da7f125dd28a066db_full.jpg,0.0,Trinh,1.035827914295214e+17,1625914866.0,0.0,,,,,,,,,
7.656119919035923e+16,3.0,1.0,ADAM,1.0,https://steamcommunity.com/id/couhp10103/,https://avatars.steamstatic.com/cb7a836ae22d7158bd9495e1a33cd99aa44ed5e4_full.jpg,1.0,,1.035827914295214e+17,1626474172.0,0.0,,,,,,,,,
7.656119921392094e+16,3.0,1.0,76561199213920939,2.0,https://steamcommunity.com/id/tradinxxz/,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,0.0,,1.035827914295214e+17,1633864703.0,0.0,GB,,,,,,,,
7.656119924746875e+16,3.0,1.0,obsession,2.0,https://steamcommunity.com/id/omnipotentcs/,https://avatars.steamstatic.com/95dc22f63157a231ef2c78ecd3ad0a3b279e13ec_full.jpg,0.0,,1.0358279147463594e+17,1645975112.0,0.0,,,,,,,,,
7.656119938811965e+16,3.0,1.0,qwerty,1.0,https://steamcommunity.com/profiles/76561199388119642/,https://avatars.steamstatic.com/26d67011d8f7fa7f8febd234b6cf2b82bf3fec43_full.jpg,0.0,,1.035827914295214e+17,1662039911.0,0.0,,,,,,,,,
7.656119944140877e+16,3.0,1.0,Gigi,1.0,https://steamcommunity.com/profiles/76561199441408763/,https://avatars.steamstatic.com/efdc89ea7d6cc82c07461d22863a410e120f6803_full.jpg,0.0,,1.035827914295214e+17,1670229566.0,0.0,,,,,,,,,
7.65611995227201e+16,3.0,1.0,cô tấm chơi đồ,,https://steamcommunity.com/profiles/76561199522720094/,https://avatars.steamstatic.com/05ed94028a362035930f98a4c19e0594693d9ab1_full.jpg,0.0,,1.035827914295214e+17,1688270830.0,0.0,,,,,,,,,
7.656119953661216e+16,3.0,1.0,Dinomoi,,https://steamcommunity.com/profiles/76561199536612156/,https://avatars.steamstatic.com/7cffb9798888955bfed0540b873ca02b8482ca1e_full.jpg,0.0,,1.035827914295214e+17,1691391394.0,0.0,,,,,,,,,
7.65611979633396e+16,3.0,1.0,TBH Calidus,,https://steamcommunity.com/id/tbhcalidus/,https://avatars.steamstatic.com/83d2ab083eb76aebed718fd01921fbe2af2b7e35_full.jpg,0.0,,1.0358279143437328e+17,1071272569.0,0.0,GB,43,,,,,,,
7.65611979654826e+16,1.0,1.0,,2.0,https://steamcommunity.com/id/Felix-X/,https://avatars.steamstatic.com/5d6f8b55a73f1814b8f475315a209597e747f545_full.jpg,0.0,,,,,,,,,,,,,
7.656119796707576e+16,3.0,1.0,Lobes,,https://steamcommunity.com/id/biglobes/,https://avatars.steamstatic.com/35ac8c9d3910f8e5fc04b51dfc4acb818915fbb0_full.jpg,0.0,Shaun,1.0358279143726155e+17,1087665148.0,0.0,GB,E4,,,,,,,
7.656119796871083e+16,3.0,1.0,LostShadowX,,https://steamcommunity.com/profiles/76561197968710838/,https://avatars.steamstatic.com/525c9c5624107fd1d5d013ab8188945a80c01db3_full.jpg,0.0,,1.035827914295214e+17,1094351447.0,0.0,,,,,,,,,
7.656119796949448e+16,3.0,1.0,SoX,,https://steamcommunity.com/profiles/76561197969494473/,https://avatars.steamstatic.com/75e8af332b26fa5cd466ddaf080d69825dcaea28_full.jpg,0.0,,1.035827914295249e+17,1097486764.0,0.0,,,,,,,,,
7.65611979709378e+16,3.0,1.0,TheBigLebowski,,https://steamcommunity.com/profiles/76561197970937799/,https://avatars.steamstatic.com/09ae2af11515a4f57fc028f1662aba106c406ab3_full.jpg,0.0,,1.035827914295682e+17,1101033348.0,0.0,MT,,,,,,,,
7.656119797162358e+16,3.0,1.0,DarkGunn,,https://steamcommunity.com/profiles/76561197971623578/,https://avatars.steamstatic.com/193c87ca88cd99db5d4e1635634d2d32e0c2d923_full.jpg,0.0,,1.035827914295214e+17,1102549025.0,0.0,GB,,,,,,,,
7.65611979772346e+16,2.0,1.0,MisterTea,,https://steamcommunity.com/profiles/76561197977234598/,https://avatars.steamstatic.com/77e6640c1f27b56c8cb9e7ba2143764fd3b4d9cd_full.jpg,0.0,,,,,,,,,,,,,
7.6561197990681e+16,1.0,1.0,Cycloneous,,https://steamcommunity.com/id/Cycloneous/,https://avatars.steamstatic.com/60eaef00c12f2f8a61afc3e2d1cf946f13d1d244_full.jpg,0.0,,,,,,,,,,,,,
7.65611979916146e+16,3.0,1.0,Forno,,https://steamcommunity.com/profiles/76561197991614594/,https://avatars.steamstatic.com/4b6cd6d2e672ace2f3ef26e42110bf13455514e6_full.jpg,0.0,,1.035827914295214e+17,1185949963.0,0.0,,,,,,,,,
7.656119799980051e+16,3.0,1.0,Bao Đại Hiệp,,https://steamcommunity.com/profiles/76561197999800507/,https://avatars.steamstatic.com/324ba8f68b5a5604ce8410ebc2c2a67083d48d5b_full.jpg,0.0,,1.035827914295214e+17,1215677528.0,0.0,VN,52,,,,,,,
7.656119800073496e+16,3.0,1.0,Gurgle,,https://steamcommunity.com/id/gurgled/,https://avatars.steamstatic.com/e0345d95a99a0280d31aaec05676eaad7a125d2c_full.jpg,0.0,Gurgle Firewater,1.0358279146108581e+17,1219595445.0,0.0,FI,08,15485.0,,,,,,
